neighborhood,current_cases,lat,long,ds
Marina del Rey,5,33.9803,-118.4517,2020-04-02
Rowland Heights,6,33.9761,-117.9053,2020-04-02
South San Gabriel,5,34.0492,-118.0949,2020-04-02
South Whittier,9,33.9608,-118.0417,2020-04-02
Stevenson Ranch,5,34.3873,-118.5802,2020-04-02
View Park/Windsor Hills,7,33.9943,-118.3447,2020-04-02
West Carson,11,33.8206,-118.2934,2020-04-02
West Whittier/Los Nietos,2,33.9760,-118.0691,2020-04-02
Willowbrook,6,33.9170,-118.2551,2020-04-02
- Under Investigation,505,#N/A,#N/A,2020-04-02
Long Beach,139,33.7701,-118.1937,2020-04-02
Pasadena,37,34.1561,-118.1319,2020-04-02
