CITY/COMMUNITY (if in Los Angeles City),new_cases,total_cases,lat,long,date
Silverlake,,25,34.0869,-118.2702,4/2/2020
South Carthay,,14,34.0561,-118.3734,4/2/2020
South Park,,12,34.0418,-118.2639,4/2/2020
Studio City,,19,34.1413,-118.3878,4/2/2020
Sun Valley,,10,34.2274,-118.3811,4/2/2020
Sunland,,9,34.2660,-118.3114,4/2/2020
Sylmar,,35,34.3058,-118.4572,4/2/2020
Tarzana,,29,34.1509,-118.5517,4/2/2020
Temple-Beaudry,,12,34.0629,-118.2513,4/2/2020
Tujunga,,5,34.2633,-118.3027,4/2/2020
University Park,,15,34.0315,-118.2797,4/2/2020
Valley Glen,,11,34.1838,-118.4172,4/2/2020
Valley Village,,23,34.1633,-118.3842,4/2/2020
Van Nuys,,22,34.1899,-118.4514,4/2/2020
Venice,,20,33.9764,-118.4667,4/2/2020
Vermont Knolls,,7,33.9293,-118.2893,4/2/2020
Vermont Square,,5,34.0037,-118.3002,4/2/2020
Vermont Vista,,7,33.9465,-118.2826,4/2/2020
Vernon Central,,7,34.0043,-118.2570,4/2/2020
Victoria Park,,6,34.0470,-118.3319,4/2/2020
Watts,,11,33.9386,-118.2380,4/2/2020
West Adams,,15,34.0342,-118.3623,4/2/2020
West Hills,,11,34.1973,-118.6440,4/2/2020
West Los Angeles,,24,34.0399,-118.4422,4/2/2020
West Vernon,,17,34.0039,-118.2301,4/2/2020
Westchester,,18,33.9597,-118.4006,4/2/2020
Westlake,,20,34.1458,-118.8056,4/2/2020
Westwood,,25,34.0561,-118.4297,4/2/2020
Wholesale District,,12,34.0300,-118.2452,4/2/2020
Wilmington,,13,33.7800,-118.2617,4/2/2020
Wilshire Center,,15,34.0642,-118.2984,4/2/2020
Winnetka,,15,34.2059,-118.5754,4/2/2020
Woodland Hills,,33,34.1659,-118.6104,4/2/2020
Altadena,,16,34.1902,-118.1313,4/2/2020
Athens-Westmont,,15,33.9238,-118.3019,4/2/2020
Castaic,,4,34.4889,-118.6229,4/2/2020
Covina,,6,34.0900,-117.8903,4/2/2020
East Los Angeles,,23,34.0316,-118.1724,4/2/2020
Florence-Firestone,,23,33.9632,-118.2426,4/2/2020
Hacienda Heights,,12,33.9931,-117.9687,4/2/2020
Ladera Heights,,6,33.9878,-118.3704,4/2/2020
Lennox,,9,33.9397,-118.3529,4/2/2020
Marina del Rey,,5,33.9803,-118.4517,4/2/2020
Rowland Heights,,6,33.9761,-117.9053,4/2/2020
South San Gabriel,,5,34.0492,-118.0949,4/2/2020
South Whittier,,9,33.9608,-118.0417,4/2/2020
Stevenson Ranch,,5,34.3873,-118.5802,4/2/2020
View Park/Windsor Hills,,7,33.9943,-118.3447,4/2/2020
West Carson,,11,33.8206,-118.2934,4/2/2020
West Whittier/Los Nietos,,2,33.9760,-118.0691,4/2/2020
Willowbrook,,6,33.9170,-118.2551,4/2/2020
- Under Investigation,,505,#N/A,#N/A,4/2/2020
Long Beach,,139,33.7701,-118.1937,4/2/2020
Pasadena,,37,34.1561,-118.1319,4/2/2020
